date,010000FOOD AND NON-ALCOHOLIC BEVERAGES,020000ALCOHOLIC BEVERAGES TOBACCO,010100FOOD,010101BREAD & CEREALS,010102MEAT,010103FISH,010104MILK CHEESE & EGGS,010105OILS & FATS,010106FRUIT,010107VEGETABLES INCLUDING POTATOES AND OTHER TUBERS,010108SUGAR JAM HONEY SYRUPS CHOCOLATE AND CONFECTIONERY,010109FOOD PRODUCTS,010200NON-ALCOHOLIC BEVERAGES,010201COFFEE TEA COCOA,010202MINERAL WATERS SOFT DRINKS AND JUICES,020100ALCOHOLIC BEVERAGES,020101SPIRITS,020102WINE (INC PERRY),020103BEER,020200TOBACCO,010101$Large Loaf white unsliced,010101$6Bread Rolls white/brown,010101$White Sliced Loaf branded,010101$Wholemeal Sliced Loaf branded,010101$Chilled Garlic Bread eg. baguette each,010101$Flour self-raising,010101$Dry Spaghetti or Pasta,010101$Corn Snack eg. Wotsits Skips single packet,010101$Basmati Rice,010101$Breakfast Cereal 1 sugar/chocolate coated,010101$Breakfast Cereal 2 NOT sugar/chocolate coated,010101$Cereal Bars each,010101$Hot oat cereal,010101$Cream Crackers packet,010101$Plain Biscuits (eg. Digestive),010101$Individual Fruit Pies,010101$Doughnut each,010101$Whole Sponge Cake not frozen eg. Victoria sponge,010101$Pack of Individual Cakes,010101$Kitkat 4-finger bar,010101$Frozen Pizza medium size,010101$Dried Potted Snack eg. noodles/pasta,010101$Chilled Pizza each,010102$Home Killed Beef lean mince per kg,010102$Home Killed Beef rump steak/popes eye steak per kg,010102$Home Killed Beef topside per kg,010102$Frozen Beefburgers,010102$Home Killed Beef braising steak per kg,010102$Home Killed Lamb loin chops with bone per kg,010102$Home Killed Lamb shoulder with bone per kg,010102$Home Killed Lamb loin chop/steak per kg,010102$Frozen Imported Lamb leg per kg,010102$Home Killed Pork loin chops with bone per kg,010102$Bacon gammon per kg,010102$Bacon back per kg,010102$Fresh/Chilled Chicken per kg,010102$Fresh Boneless Chicken Breast Fillet per kg,010102$Fresh Turkey Steaks per kg,010102$Frozen Chicken Breasts per kg,010102$Rotisserie Cooked Hot Whole Chicken,010102$Canned Meat stewed steak,010102$Pork Pie individual approx 3in/8cm,010102$Individual Meat Pie eg. steak & kidney,010102$Sausages pork per kg,010102$Cooked Ham loose,010102$Cooked Meat turkey sliced,010102$Frozen Chicken Nuggets,010102$Chicken Kiev 2 Pack (Chilled NOT Frozen) 1,010102$Joint oven ready,010102$Cooked Ham prepacked sliced,010102$Continental Deli Type Meat sliced 10102Joint oven ready gammon/pork,010102$Chicken Kiev 2 pack (chilled not frozen) 2,010102$Home Killed Liver per kg,010103$Fresh White Fish Fillets per kg (eg. Cod),010103$Fresh Fish salmon fillets per kg,010103$Frozen Prawns packed per kg,010103$Canned Tuna,010103$Frozen Fish Fingers,010103$Frozen Breaded/Battered White Fish,010104$Cheese Cheddar home produced per kg,010104$Cheese Spread tub,010104$Cheese Edam per kg,010104$Hard Regional Cheese not veined or cheddar per kg,010104$Parmesan Cheese per kg,010104$Soft Continental cheese per kg,010104$Eggs medium,010104$Eggs large free range,010104$Delivered Milk semi-skimmed per pint,010104$Shop Milk whole milk,010104$Shop Milk semi-skimmed,010104$Milk flavoured,010104$Yoghurt/Fromage Frais,010104$Chilled Pot Dessert non yoghurt eg. Mousse,010104$Yoghurt Drink,010104$Yoghurt small individual,010104$Fresh Double Cream,010104$Powdered Baby Formula follow on milk 10105Spreadable Butter 40-70% butter content,010105$Butter,010105$Margarine/Low Fat Spread,010105$Olive Oil,010106$Oranges class 1 each,010106$Avocado Pear each,010106$Kiwi Fruit each,010106$Grapefruit each,010106$Apples cooking per kg,010106$Apples dessert per kg,010106$Pears dessert per kg,010106$Bananas per kg,010106$Strawberries per kg or per punnet,010106$Grapes per kg,010106$Organic Dessert Apples bag,010106$Small Oranges Type per pk/kg,010106$Plums per pack or per kg,010106$Peaches/Nectarines each (SEASONAL),010106$Pineapple each,010106$Blueberries punnet per kg or per punnet,010106$Fruit fresh snacking,010106$Melon each eg Honeydew,010106$Packet of Peanuts,010106$Canned Fruit,010106$Dried Fruit eg apricots,010107$Potatoes old white 10107Potatoes baking,010107$Potatoes new per kg,010107$Potato Crisps 25-40g,010107$Potato Crisps multi-pack,010107$Frozen Chips,010107$Premium Potato Crisps eg. Kettle Chips,010107$Fresh Veg Cauliflower each,010107$Fresh Veg Cucumber whole,010107$Fresh Veg Lettuce iceberg each,010107$Fresh Veg Tomatoes per kg,010107$Fresh Veg Cabbage,010107$Fresh Veg Carrots per kg,010107$Fresh Veg Onions per kg,010107$Fresh Veg Mushrooms per kg,010107$Fresh Vegetables Organic Carrots per kg,010107$Pre-Packed Salad,010107$Fresh Veg Brocolli per kg,010107$Fresh Veg Courgettes per kg,010107$Fresh Veg Peppers,010107$Vegetable Stir Fry fresh,010107$Sweet Potato per kg,010107$Canned Tomatoes,010107$Baked Beans,010107$Canned Sweetcorn,010107$Frozen Garden Peas,010107$Vegetable Pickle (eg. Branston),010107$Frozen Vegetarian Burger/Grills,010108$Sugar granulated white per kg,010108$Jam,010108$Honey jar/bottle,010108$Original Polo Mints,010108$Mars Bar,010108$Rowntrees Fruit Pastilles tube,010108$Chewing Gum/Bubble Gum single pack,010108$Carton/Box of Chocolates,010108$Crunchie,010108$Cadburys Dairy Milk,010108$Bag of sweets branded chocolate,010108$Bag of sweets not chocolate,010108$Ice Cream,010108$Chocolate covered ice cream bar,010109$Canned Soup,010109$Tomato Ketchup bottle,010109$Frozen Ready-Cooked Meal to serve one,010109$Cook-In Sauce jar/can (eg. bolognese),010109$Mayonnaise,010109$Chilled Ready-Meal meat based serve 1,010109$Chilled Ready-Meal fish/veg serve 1,010109$Protein Powder,010201$Tea Bags per packet of 80,010201$Tea Bags packet of 240,010201$Coffee ground filter fine,010201$Coffee instant jar,010201$Hot Chocolate Drink instant,010202$Fruit Squash eg. orange,010202$Fruit Juice not orange eg. apple,010202$Lemonade bottle,010202$Mineral Water still 1.5-2 litres,010202$Cola Flavoured Drink bottle,010202$Cola-Flavoured/Other Fizzy Drink pack of 6/8,010202$Fizzy Energy Drink eg. Red Bull Lucozade,010202$Fresh/Chilled Orange Juice eg. Tropicana,010202$Fizzy Bottled Drink,010202$Pure Fruit Smoothie,010202$Fruit Drink Bottle 4-8 pack eg. Fruitshoot,010202$Still Mineral Water bottle 500ml,010202$Mixer drink bottle eg tonic,020101$Whisky bottle,020101$Vodka bottle,020101$Brandy bottle,020101$Spirit Based Drink,020101$Rum white bottle,020102$Apple Cider bottle 4.5%-5.5% ABV,020102$Fortified Wine eg. Sherry/Port bottle,020102$White Wine European bottle,020102$White Wine New World bottle,020102$Red Wine European bottle,020102$Red Wine New World bottle,020102$Bottle of Champagne,020102$Ros̩ Wine bottle,020102$Sparkling Wine red or white,020103$Bitter 4 cans 3.4%-7.5% ABV,020103$Lager 4 bottles 4.3%-7.5% ABV,020103$Lager 12-24 cans 3.4%-4.2% ABV,020103$Lager 12-24 bottles 4.3%-7.5% ABV,020103$Stout 4 can pack 3.4%-7.5% ABV,020103$Speciality beer/ale bottled 4-5.5% abv,020200$20 Benson & Hedges Gold King Size,020200$20 Silk Cut Silver King Size,020200$20 Lambert & Butler King Size,020200$20 Berkley Mentholated Cigarettes,020200$20 Filter other brand (eg. Marlboro Lights),020200$Electronic Cigarette Refills/Liquid,020200$5 Cigars eg. Hamlet/Caf̩ Cr̬me,020200$Hand Rolling Tobacco
Jan 12,-0.023,-0.110,-0.041,0.005,0.010,-0.003,0.003,-0.006,0.009,-0.016,-0.015,0.001,-0.022,0.000,-0.022,-0.058,-0.032,-0.008,-0.008,-0.062,0.015,0.015,0.059,0.059,0.001,0.027,0.085,-0.006,0.017,0.075,0.055,0.018,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-4.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Feb 12,0.031,0.279,-0.083,-0.025,-0.029,-0.001,0.079,0.005,-0.032,0.051,0.012,-0.001,0.025,-0.002,0.026,0.079,0.052,0.021,0.016,0.000,0.012,0.022,0.075,0.062,0.012,0.03,0.072,-0.006,0.017,0.061,0.059,0.018,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Mar 12,0.010,-0.013,0.125,0.058,0.037,-0.002,0.006,-0.009,0.057,0.005,-0.025,0.007,-0.025,-0.017,-0.007,-0.012,0.005,-0.025,0.009,-0.001,0.011,0.018,0.076,0.065,0.01,0.031,0.056,-0.01,0.017,0.059,0.055,0.02,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Apr 12,-0.075,-0.095,-0.039,-0.033,-0.023,0.010,-0.001,-0.001,0.025,-0.036,0.025,-0.003,0.005,-0.001,0.006,-0.079,-0.053,-0.013,-0.025,-0.015,0.011,0.055,0.067,0.057,0.01,0.032,0.05,-0.005,0.016,0.039,0.031,0.021,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
May 12,-0.003,-0.032,-0.086,0.002,-0.003,-0.009,-0.012,-0.008,-0.050,-0.015,0.008,-0.001,-0.026,-0.007,-0.019,-0.027,0.006,-0.015,-0.019,-0.005,0.011,0.016,0.061,0.058,0.012,0.031,0.036,-0.01,0.016,0.03,0.028,0.019,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Jun 12,-0.007,0.002,-0.135,-0.030,-0.056,-0.018,-0.021,-0.007,0.003,0.020,-0.025,-0.008,0.016,0.010,0.006,-0.001,0.003,0.005,-0.009,0.003,0.009,-0.007,0.061,0.061,0,0.032,0.025,-0.011,0.016,0.019,0.051,0.015,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Jul 12,-0.066,0.006,-0.027,-0.036,-0.010,0.006,-0.022,0.003,0.028,-0.017,0.021,0.000,0.011,-0.010,0.021,-0.007,-0.035,0.011,0.017,0.015,0.01,-0.01,0.056,0.056,0,0.032,0.025,-0.005,0.015,0.017,0.011,0.035,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Aug 12,0.017,0.033,0.035,0.051,-0.016,0.008,-0.010,-0.006,0.018,0.009,-0.011,0.001,-0.027,-0.009,-0.019,0.035,0.055,-0.011,0.002,-0.002,0.01,-0.005,0.06,0.056,0.005,0.031,0.012,-0.006,0.015,0.005,0.008,0.033,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Sep 12,-0.086,0.011,-0.022,-0.006,0.015,-0.008,0.015,-0.005,-0.035,0.016,-0.015,-0.001,-0.005,-0.005,0.001,-0.002,-0.009,0.008,0.000,0.013,0.012,0.021,0.059,0.057,0.002,0.032,0.017,-0.003,0.013,0.007,0.053,0.032,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
Oct 12,0.186,0.017,0.152,0.005,0.021,0.003,0.015,0.006,0.031,0.050,0.025,-0.002,0.015,0.003,0.010,0.015,0.003,0.015,-0.003,0.003,0.009,0.005,0.059,0.05,0.008,0.033,0.007,-0.005,0.016,-0.005,0.052,0.027,-1.539,-0.073,-2.052,-1.599,-3.358,-0.719,-2.979,-0.103,0.905,-3.218,-1.319,-18.275,0.228,-0.756,-0.395,0.739,-0.925,0.27,-3.778,-0.377,5.105,-3.931,0,-1.795,-0.105,12.506,-1.792,3.082,6.798,12.25,0,-2.7,-3.016,-3.698,-3.111,-3.031,-3.112,-2.319,-5.372,0.52,5.012,1.239,-2.277,0.561,0.75,-0.967,2.565,1.168,2.891,-0.385,-0.323,0,0,0,1.755,-1.003,-5.825,5.185,0.085,1.786,-0.968,0.681,-3.855,6.99,0.381,5.3,-2.62,-3.516,1.895,-1.536,-5.088,-3.778,-2.82,0.572,0.329,-0.093,-1.859,-1.668,-7.799,0.256,0.128,-1.963,2.519,-5.755,-2.385,-0.871,0.776,0.555,0.517,-0.025,-5.517,-13.628,-1.899,1.825,12.562,-3.662,-5.591,-27.596,-1.18,0,1.159,3.099,5.625,0.978,-0.555,-1.575,0.188,-0.081,-0.308,-1.625,3.557,-0.055,5.255,1.509,-1.088,-0.198,0.808,0.265,1.507,-2.005,0.501,5.572,-7.129,-1.575,0,-1.586,-5.998,2.503,-3.121,-2.585,-0.918,-5.15,-0.59,7.073,-0.395,0.583,-1.389,-0.157,18.356,-1.306,-0.125,3.823,0.055,9.637,0.231,-12.115,1.57,-0.56,-10.5,-5.22,-1.313,-0.835,-2.387,7.162,2.759,0.198,-5.012,13.969,0.091,5.017,0.199,6.167,3.017,-0.591,-5.717,0.055,8.567,-2.053,1.001,3.332,5.532,3.887,6.055,2.253,9.766,1.959,7.222,5.71,5.976,5.29,5.072,18.756,-3.852,6.178
