AREANM,AREACD,yr1,yr2,yr3,yr4,yr5,yr6,yr7,yr8,yr9,yr10,yr11,yr12,yr13,yr14,yr15
Broadland,E07000144,1102.6,1220.0,1073.8,1077.1,1124.1,1044.0,1007.1,1019.2,1034.3,937.4,872.4,887.1,915.4,850.8,935.6
Great Yarmouth,E07000145,1239.5,1198.2,1178.3,1178.5,1184.1,1166.9,1109.3,1150.4,1069.9,1060.1,1078.6,1046.5,1068.5,1067.6,951.3
King's Lynn and West Norfolk,E07000146,1160.1,1160.4,1152.1,1088.4,1064.0,1043.3,1018.8,1002.3,928.4,964.4,920.0,917.6,960.0,886.1,907.9
North Norfolk,E07000147,1074.4,1114.1,1074.7,1023.8,1021.0,948.0,902.8,967.1,910.2,854.0,839.4,902.1,875.9,852.9,842.6
Norwich,E07000148,1070.3,1152.0,1069.8,1056.2,1062.5,1055.9,961.6,1044.8,1030.5,932.3,942.2,913.7,902.3,895.3,987.3
South Norfolk,E07000149,1029.4,1002.3,1008.4,1001.3,950.0,912.5,963.0,931.3,917.1,926.4,834.0,836.2,827.4,835.2,854.7
Corby,E07000150,1354.3,1381.5,1401.3,1265.0,1313.4,1379.5,1200.9,1281.2,1265.3,1280.9,1236.1,1123.7,1181.3,1143.5,1211.8
Daventry,E07000151,1208.6,1119.9,1184.3,1166.0,1067.8,1079.2,1111.2,1086.4,966.7,954.7,972.5,1064.0,973.7,938.6,948.9
East Northamptonshire,E07000152,1173.6,1205.6,1167.8,1199.2,1200.6,1073.6,1067.0,1152.6,1048.7,1003.8,979.5,933.6,915.3,943.0,965.4
Kettering,E07000153,1125.3,1268.2,1293.0,1169.2,1176.5,1100.0,1071.6,1027.5,1074.7,1039.3,999.4,1001.7,982.0,942.4,994.2
Northampton,E07000154,1201.4,1290.7,1246.1,1189.5,1151.5,1172.6,1139.6,1118.0,1054.6,1126.4,1070.9,1106.6,1038.6,1007.5,1056.2
South Northamptonshire,E07000155,1072.4,1122.8,1162.9,999.5,1009.1,1043.0,926.2,973.9,907.2,867.3,864.2,815.9,857.6,810.5,879.9
Wellingborough,E07000156,1180.6,1279.9,1222.9,1134.1,1092.6,1118.0,1099.8,1061.5,998.6,963.0,952.5,852.6,965.6,937.4,969.5
Craven,E07000163,1102.9,1014.3,1082.8,988.1,963.2,1008.3,975.6,970.9,943.0,932.7,863.5,852.9,879.2,830.8,828.3
Hambleton,E07000164,1105.5,1130.9,1090.6,1023.6,992.5,961.9,968.8,894.1,894.4,824.0,840.3,823.8,862.7,811.6,846.9
Harrogate,E07000165,1103.9,1093.5,1111.4,1086.4,977.0,1017.0,1008.1,1026.0,937.2,917.7,894.6,917.5,832.9,871.1,888.2
Richmondshire,E07000166,1196.1,1157.2,1151.7,1069.4,1137.3,1023.1,1008.0,1085.2,979.7,996.6,980.1,950.3,917.4,928.6,963.5
Ryedale,E07000167,999.6,1085.0,1135.2,1071.8,1031.1,940.2,1079.3,956.9,916.8,962.4,902.0,982.0,983.7,790.1,886.5
Scarborough,E07000168,1167.5,1164.3,1193.9,1196.4,1134.3,1145.8,1104.1,1079.7,1031.9,1059.6,1070.7,1009.2,1061.0,990.0,1013.2
Selby,E07000169,1255.5,1225.5,1193.8,1098.6,1062.6,1093.2,1145.8,1015.0,944.9,956.8,962.8,1043.2,964.1,919.5,913.9
Ashfield,E07000170,1398.8,1445.4,1406.3,1344.6,1315.8,1251.3,1248.7,1225.6,1181.3,1257.4,1096.4,1127.2,1048.8,1117.5,1205.7
Bassetlaw,E07000171,1370.3,1337.6,1300.2,1256.8,1200.0,1202.1,1179.9,1204.2,1110.9,1106.6,1049.7,1045.4,1072.1,1032.3,1087.0
Broxtowe,E07000172,1251.3,1192.9,1240.5,1070.0,1113.2,1094.1,1086.6,1058.9,996.6,1027.1,958.7,934.2,935.6,948.4,990.2
Gedling,E07000173,1111.3,1227.9,1236.1,1083.6,1097.7,1088.1,1109.7,1089.8,1031.1,978.2,924.9,1007.9,947.8,977.4,1059.7
Mansfield,E07000174,1357.9,1340.6,1358.1,1206.3,1298.7,1237.7,1189.3,1172.8,1153.5,1101.7,1078.5,1090.4,1092.3,1057.8,1094.5
Newark and Sherwood,E07000175,1310.6,1299.7,1205.6,1108.4,1153.5,1142.9,1119.0,1147.4,1074.6,1060.5,1009.8,1034.7,960.7,992.4,990.9
Rushcliffe,E07000176,1196.9,1130.4,1114.2,1062.3,1019.1,946.7,956.5,975.3,950.3,938.0,861.6,870.5,862.5,803.0,877.2
Cherwell,E07000177,1193.8,1137.5,1136.8,1073.9,999.2,982.9,973.8,1030.6,1002.3,975.9,880.6,929.9,929.4,1006.5,927.7
Oxford,E07000178,1081.9,1170.8,1135.5,1107.1,1059.0,1079.6,986.9,1022.5,965.2,970.8,990.2,925.7,912.2,877.5,874.0
South Oxfordshire,E07000179,1086.2,1094.8,1042.6,1017.2,1023.2,975.9,971.8,922.8,875.0,881.1,861.6,896.1,835.2,826.0,821.7
Vale of White Horse,E07000180,1019.2,1067.9,1071.2,955.3,1024.2,993.0,864.1,859.5,854.8,838.6,884.1,869.9,879.0,808.8,772.0
West Oxfordshire,E07000181,1126.5,1069.9,1122.8,996.3,1069.2,999.2,911.6,1009.9,885.9,983.9,880.2,900.7,934.8,885.4,862.9
Mendip,E07000187,1110.2,1143.9,1206.9,1073.4,1111.4,972.2,983.0,965.5,913.9,916.9,873.5,889.3,906.0,874.5,963.8
Sedgemoor,E07000188,1163.3,1080.1,1180.6,1044.4,1066.8,1023.3,991.7,1074.5,992.2,990.8,881.4,889.7,898.9,885.1,900.5
South Somerset,E07000189,1086.6,1140.3,1056.2,1018.0,1028.4,995.3,924.0,945.9,944.3,915.4,858.6,852.3,863.6,819.6,882.3
Taunton Deane,E07000190,1069.7,1121.7,1080.9,1037.5,1068.2,964.0,1069.2,1037.7,1041.6,999.4,942.5,919.1,961.4,900.8,968.4
West Somerset,E07000191,1030.9,1034.6,1056.2,945.3,953.8,910.1,959.4,890.0,913.0,928.3,888.5,872.0,893.4,768.2,904.4
Cannock Chase,E07000192,1289.3,1268.4,1387.6,1224.9,1352.2,1317.3,1216.3,1302.6,1100.2,1053.7,982.7,1039.0,957.4,1029.5,1089.3
East Staffordshire,E07000193,1414.2,1282.2,1309.5,1236.1,1179.1,1200.7,1164.6,1105.0,1054.2,1062.0,1014.7,958.1,1077.0,1011.0,1071.9
Lichfield,E07000194,1324.3,1331.1,1348.0,1254.8,1141.9,1121.7,1125.8,1184.4,1008.2,1101.9,942.6,943.5,1004.0,945.7,955.1
Newcastle-under-Lyme,E07000195,1236.5,1272.2,1216.0,1158.5,1218.7,1099.2,1184.6,1129.9,1092.8,1034.5,1029.3,1048.3,1089.6,966.3,1053.5
South Staffordshire,E07000196,1193.1,1255.5,1340.7,1195.5,1221.8,1197.2,1084.1,1108.8,1094.5,992.5,924.7,1028.9,949.6,893.9,954.0
Stafford,E07000197,1230.1,1185.7,1139.6,1118.5,1165.6,1084.1,1070.5,1062.0,986.7,927.6,916.5,913.0,941.3,961.8,928.0
Staffordshire Moorlands,E07000198,1281.6,1242.3,1281.7,1254.8,1155.7,1136.7,1075.0,1138.4,1036.9,1034.2,910.3,981.1,1035.0,943.8,1008.5
Tamworth,E07000199,1465.4,1436.4,1282.0,1268.5,1216.0,1230.7,1165.4,1135.1,1038.8,1014.5,977.7,1000.5,1030.1,1035.1,927.3
Babergh,E07000200,1077.5,1059.8,1043.2,1057.5,1010.2,969.1,1005.3,981.6,980.1,920.3,829.1,822.3,874.5,816.5,881.8
Forest Heath,E07000201,1225.6,1247.2,1236.0,1086.8,1053.1,919.9,1036.4,1016.6,974.6,946.5,890.7,905.0,957.6,934.5,908.4
Ipswich,E07000202,1192.3,1203.9,1174.8,1167.0,1055.0,1063.9,1035.2,1049.1,1040.0,1001.4,941.1,940.7,1001.9,942.6,1045.9
Mid Suffolk,E07000203,1114.5,1109.6,1166.1,1042.4,967.6,937.6,943.5,1004.1,885.3,867.7,854.0,805.5,961.9,795.8,826.9
St Edmundsbury,E07000204,1159.3,1138.6,1134.8,1083.3,1100.3,998.4,918.6,922.6,905.8,882.0,806.0,898.3,843.2,787.0,838.4
Suffolk Coastal,E07000205,1088.1,1055.5,1070.6,1011.7,1010.1,963.6,901.1,949.2,900.3,957.6,895.2,834.5,873.8,802.3,844.5
Waveney,E07000206,1146.0,1153.5,1157.0,1075.1,1070.7,988.9,1058.4,1031.5,939.1,952.1,951.0,967.2,911.9,930.8,976.6
Elmbridge,E07000207,1061.6,1046.0,1039.5,954.7,971.8,884.2,938.0,926.3,829.4,868.6,824.2,834.2,833.3,756.5,797.1
Epsom and Ewell,E07000208,1065.2,1002.1,985.4,910.5,930.0,984.2,860.9,798.3,783.0,824.7,801.8,807.6,810.8,812.4,825.1
Guildford,E07000209,983.3,910.4,1022.4,958.6,917.6,910.5,867.3,882.7,838.9,840.3,800.9,802.6,864.8,781.3,838.0
Mole Valley,E07000210,1046.8,1069.6,991.4,1018.7,1003.2,910.8,953.7,898.7,911.3,863.7,820.9,816.7,798.7,831.1,838.6
Reigate and Banstead,E07000211,1246.4,1182.2,1144.6,1157.8,1132.4,1081.3,1027.8,1037.0,941.3,967.1,910.0,861.1,903.8,935.3,994.9
Runnymede,E07000212,1167.0,1068.3,1076.2,1038.8,1031.9,1001.6,966.7,957.5,878.2,867.5,892.4,897.3,908.2,772.6,920.2
Spelthorne,E07000213,1090.6,1116.6,1060.5,1051.7,1129.3,998.1,1032.6,927.8,915.3,967.7,955.2,936.5,914.9,890.0,967.7
Surrey Heath,E07000214,1194.0,1222.4,1144.1,1060.1,1070.7,964.9,951.5,991.4,844.7,931.6,916.3,941.4,906.4,887.7,884.7
Tandridge,E07000215,1102.2,1108.2,1057.2,974.1,1049.0,943.8,960.8,967.1,909.4,887.4,902.5,958.5,934.8,883.1,848.6
Waverley,E07000216,1035.9,1066.8,1063.1,984.2,1004.1,939.0,867.9,868.0,857.4,877.4,767.4,767.5,781.5,784.5,843.1
Woking,E07000217,1079.5,1128.4,1052.6,1013.8,929.4,1004.6,1014.8,965.5,874.2,895.4,866.0,894.8,837.8,839.7,839.7
North Warwickshire,E07000218,1367.6,1261.2,1335.2,1277.8,1200.8,1215.0,1191.5,1179.5,1071.0,1109.3,1092.5,1016.8,1074.1,976.3,1077.3
Nuneaton and Bedworth,E07000219,1353.6,1321.9,1337.5,1316.7,1293.3,1341.3,1159.7,1151.6,1122.0,1111.1,1053.1,1049.5,1083.8,1018.7,1127.3
Rugby,E07000220,1224.1,1234.9,1288.9,1146.5,1204.2,1087.0,997.5,1035.4,1008.6,938.0,901.5,937.8,891.5,886.5,934.0
Stratford-on-Avon,E07000221,1167.8,1135.5,1108.4,1101.7,1074.4,1037.3,1066.9,951.4,934.2,848.6,837.7,849.8,820.7,852.6,876.2
Warwick,E07000222,1125.6,1141.1,1105.0,1066.0,1068.8,958.3,961.4,1007.4,956.5,856.6,869.0,885.4,875.2,829.1,847.2
Adur,E07000223,1060.2,1081.6,1151.4,1108.8,1119.8,1040.0,1150.4,1100.9,973.3,953.5,937.2,961.4,928.9,902.2,990.0
Arun,E07000224,1156.1,1120.8,1067.9,1067.1,1075.3,1037.7,1024.0,982.9,972.0,955.7,924.8,934.3,899.0,899.5,936.5
Chichester,E07000225,1106.0,1129.2,1026.1,1036.2,983.1,980.7,1030.9,995.7,916.0,860.7,894.2,832.4,841.5,826.4,919.7
Crawley,E07000226,1123.9,1071.0,1138.9,997.5,1047.8,1032.6,893.9,977.4,946.6,961.8,926.8,966.2,905.9,850.3,881.8
Horsham,E07000227,1055.0,1085.0,1031.8,997.1,908.5,937.0,970.3,939.4,866.4,843.5,816.5,871.2,854.0,809.0,860.9
Mid Sussex,E07000228,1150.0,1179.9,1171.6,1045.7,1040.5,959.3,985.5,968.9,960.9,905.2,846.8,854.0,878.2,840.7,864.8
Worthing,E07000229,1195.9,1163.5,1193.1,1143.8,1171.5,1092.6,1025.1,1123.1,1024.2,1054.2,942.7,995.6,969.5,966.6,993.1
Bromsgrove,E07000234,1244.3,1239.1,1249.6,1191.6,1134.4,1037.0,1099.3,1080.4,1023.1,972.8,898.4,1036.5,995.5,932.3,1008.9
Malvern Hills,E07000235,1137.1,1148.7,1196.1,1113.9,1111.8,1008.8,1013.8,986.0,1014.6,979.3,931.0,946.2,984.8,901.7,925.4
Redditch,E07000236,1239.5,1112.3,1223.4,1159.6,1216.0,1175.7,1072.0,1116.5,986.7,1034.2,1023.1,981.2,1022.5,910.0,923.7
Worcester,E07000237,1268.3,1205.8,1204.0,1158.6,1098.2,1050.0,1142.7,1128.8,1004.0,1034.4,931.4,1006.0,953.9,954.7,958.8
Wychavon,E07000238,1137.6,1026.1,1092.4,998.9,1069.4,981.8,948.9,968.3,855.8,902.6,841.2,855.9,842.9,878.9,806.7
Wyre Forest,E07000239,1293.6,1218.4,1202.4,1157.8,1117.5,1048.0,1057.2,1016.4,1031.7,1054.4,963.4,971.8,1049.1,919.7,979.6
St Albans,E07000240,1077.6,1125.0,1084.4,1153.5,996.2,1001.6,932.7,960.1,883.6,858.0,836.5,797.9,803.7,791.0,886.8
Welwyn Hatfield,E07000241,1097.0,1120.1,1081.3,1052.3,968.1,1092.2,1004.3,986.7,972.4,962.6,922.1,909.4,874.9,920.8,896.1
East Hertfordshire,E07000242,1143.0,1127.4,1071.1,1087.6,1000.7,975.7,949.6,1002.1,901.9,957.0,830.1,921.5,829.3,815.1,841.2
Stevenage,E07000243,1228.9,1170.4,1300.5,1093.0,1076.7,1120.4,1147.8,1081.2,1054.9,1002.8,970.0,1054.0,1018.4,1073.2,1088.7
Bolton,E08000001,1339.3,1351.8,1433.6,1354.4,1360.9,1217.7,1340.8,1212.6,1191.3,1121.6,1124.6,1139.5,1115.9,1070.3,1127.0
Bury,E08000002,1352.7,1369.1,1315.9,1299.6,1207.4,1262.3,1209.7,1263.5,1159.0,1171.5,1099.1,1133.7,1108.2,1073.8,1157.7
Manchester,E08000003,1555.2,1515.9,1524.6,1444.9,1408.2,1432.4,1375.0,1433.2,1384.2,1358.8,1283.4,1280.3,1271.1,1309.5,1311.0
Oldham,E08000004,1365.5,1452.7,1464.7,1358.0,1345.4,1326.5,1324.8,1319.0,1251.2,1148.6,1151.6,1125.8,1094.5,1215.6,1194.1
Rochdale,E08000005,1427.1,1381.2,1439.6,1378.0,1358.4,1285.3,1281.3,1257.6,1192.8,1216.5,1127.8,1140.8,1127.5,1155.9,1148.7
Salford,E08000006,1490.7,1501.8,1558.4,1462.7,1368.2,1384.8,1337.5,1421.1,1331.9,1268.3,1183.7,1219.1,1210.1,1159.2,1190.8
Stockport,E08000007,1233.0,1255.4,1195.7,1116.5,1163.9,1069.3,1038.2,1078.2,1028.8,963.7,931.6,967.5,979.9,930.7,973.2
Tameside,E08000008,1446.6,1459.5,1438.2,1355.9,1387.4,1333.2,1323.7,1348.3,1271.8,1223.9,1229.1,1220.9,1237.3,1137.7,1228.8
Trafford,E08000009,1238.4,1168.6,1231.0,1129.6,1150.8,1102.4,1021.8,1036.2,971.2,981.9,931.4,920.2,964.3,900.4,937.8
Wigan,E08000010,1538.2,1429.9,1468.8,1418.2,1330.8,1317.1,1366.9,1280.4,1207.5,1219.8,1147.6,1183.4,1170.6,1091.6,1154.5
Knowsley,E08000011,1494.2,1483.2,1572.0,1425.9,1390.0,1404.3,1350.8,1313.5,1209.6,1225.1,1153.0,1175.4,1217.0,1186.8,1203.6
Liverpool,E08000012,1584.3,1569.1,1566.1,1486.5,1410.5,1400.1,1372.4,1407.8,1271.5,1296.3,1223.3,1206.2,1250.0,1166.6,1222.3
St. Helens,E08000013,1445.3,1413.6,1409.6,1282.1,1328.0,1213.9,1293.2,1271.8,1227.2,1156.5,1080.9,1103.8,1133.9,1103.1,1161.5
Sefton,E08000014,1333.5,1322.3,1272.5,1205.8,1222.5,1112.3,1154.1,1156.2,1073.1,1070.4,1004.0,1033.5,1041.7,1009.9,1015.7
Wirral,E08000015,1313.3,1261.1,1282.2,1232.9,1194.8,1168.1,1210.4,1172.3,1137.1,1114.3,1036.5,1065.6,1084.7,1045.0,1096.9
Barnsley,E08000016,1401.4,1382.7,1397.0,1369.5,1343.5,1292.9,1310.5,1251.5,1215.0,1191.1,1127.2,1067.3,1131.0,1066.5,1125.3
Doncaster,E08000017,1316.0,1370.3,1311.7,1317.5,1282.9,1204.2,1222.5,1198.1,1129.5,1096.7,1076.5,1142.8,1119.4,1070.2,1092.9
Rotherham,E08000018,1310.7,1382.3,1339.3,1311.4,1281.4,1179.1,1213.4,1252.5,1169.0,1112.0,1095.7,1108.1,1092.7,1076.5,1108.9
Sheffield,E08000019,1275.4,1263.4,1253.6,1181.0,1223.7,1097.3,1143.3,1144.9,1080.1,1074.8,1025.8,1024.6,1052.9,993.1,1022.2
Newcastle upon Tyne,E08000021,1361.1,1414.6,1369.8,1293.7,1299.6,1279.7,1249.2,1280.9,1187.6,1169.7,1106.4,1110.7,1023.0,1122.3,1170.9
North Tyneside,E08000022,1312.8,1393.5,1325.2,1304.1,1183.8,1213.0,1211.5,1253.2,1108.2,1125.9,1061.2,1032.2,1085.8,1091.7,1112.8
South Tyneside,E08000023,1333.7,1389.6,1417.8,1368.0,1353.1,1248.4,1245.0,1265.2,1146.4,1179.3,1178.6,1157.1,1109.2,1083.1,1150.6
Sunderland,E08000024,1512.1,1485.4,1473.4,1364.0,1335.8,1319.0,1308.3,1336.9,1214.1,1245.6,1154.0,1202.7,1211.6,1183.3,1215.1
Birmingham,E08000025,1334.0,1323.0,1333.8,1245.4,1237.6,1194.7,1171.8,1160.3,1076.7,1093.4,1042.7,1062.6,1073.3,1066.4,1076.4
Coventry,E08000026,1246.7,1261.7,1288.6,1228.6,1246.1,1194.8,1155.5,1179.0,1082.6,1062.7,1041.5,1016.8,1042.1,1012.8,1056.2
Dudley,E08000027,1278.9,1298.4,1345.1,1212.9,1205.2,1142.0,1154.5,1117.7,1044.0,1029.0,1002.1,990.2,989.6,997.4,1027.0
Sandwell,E08000028,1442.6,1403.4,1465.6,1329.3,1314.0,1354.1,1328.5,1258.1,1213.1,1170.8,1109.7,1112.3,1165.5,1092.2,1143.8
Solihull,E08000029,1127.2,1129.1,1124.5,1009.2,1001.9,1006.0,949.2,968.6,863.3,875.5,844.1,891.1,879.4,866.1,858.9
Walsall,E08000030,1274.7,1244.4,1262.6,1205.3,1156.3,1235.4,1136.7,1185.4,1093.9,1069.4,1032.8,1024.6,1005.7,1056.9,1114.5
Wolverhampton,E08000031,1263.5,1266.3,1331.2,1245.9,1260.9,1244.7,1195.8,1186.8,1119.1,1141.7,1071.8,1074.5,1098.3,1069.0,1152.6
Bradford,E08000032,1346.9,1371.3,1279.6,1296.2,1254.4,1227.3,1241.5,1230.6,1130.6,1127.4,1090.8,1084.8,1145.9,1092.6,1104.5
Calderdale,E08000033,1274.4,1317.0,1271.0,1226.5,1211.5,1135.8,1119.9,1120.8,1115.2,1098.1,1060.2,1064.1,1058.8,1008.4,1048.0
Kirklees,E08000034,1333.0,1354.0,1322.8,1253.7,1217.2,1183.1,1225.3,1210.8,1129.0,1088.9,1066.0,1060.3,1037.4,1033.3,1057.6
Leeds,E08000035,1234.4,1239.1,1217.1,1165.8,1144.1,1112.3,1127.5,1144.2,1075.9,1088.8,1076.9,1084.7,1097.7,1032.9,1098.0
Wakefield,E08000036,1376.8,1353.7,1300.0,1280.9,1262.4,1212.9,1205.7,1235.5,1122.0,1138.3,1102.6,1098.9,1077.4,1045.3,1100.5
Gateshead,E08000037,1439.4,1383.5,1428.3,1329.2,1315.6,1223.0,1156.7,1241.9,1207.1,1124.5,1152.2,1160.2,1122.5,1114.7,1147.3
City of London,E09000001,659.0,1059.8,942.9,853.9,698.0,589.6,960.3,681.9,717.5,879.3,571.8,611.2,399.8,407.0,542.1
Barking and Dagenham,E09000002,1363.9,1329.3,1471.9,1272.3,1304.8,1243.7,1161.9,1231.8,1201.0,1098.3,1070.6,1105.9,1052.0,1084.6,1140.4
Barnet,E09000003,1111.6,1083.1,1063.7,1005.8,988.8,943.6,917.2,907.7,907.3,905.0,824.8,815.0,819.8,783.5,814.4
Bexley,E09000004,1169.4,1185.9,1204.7,1087.8,1046.8,1040.0,1006.0,1017.0,975.1,917.9,910.3,905.8,914.3,882.8,956.1
Brent,E09000005,1144.1,1137.7,1109.4,1042.9,1026.6,916.5,943.6,954.0,911.0,925.3,841.1,919.2,882.9,833.8,882.9
Bromley,E09000006,1127.5,1067.5,1097.7,1028.0,981.2,939.7,977.1,956.3,915.8,888.5,865.9,867.5,824.5,847.3,824.5
Camden,E09000007,1302.0,1231.8,1192.9,1183.0,1143.6,1056.2,1041.9,989.1,901.7,878.2,825.6,791.5,791.9,721.3,758.7
Croydon,E09000008,1175.7,1196.1,1223.7,1147.4,1088.0,1109.2,1001.4,1048.4,989.7,1018.3,957.3,968.9,881.8,906.8,955.6
Ealing,E09000009,1214.5,1165.8,1200.8,1139.8,1085.5,1008.6,977.5,1015.6,1008.8,970.7,921.6,923.4,896.5,872.2,868.2
Enfield,E09000010,1160.8,1173.3,1226.7,1125.7,1078.1,1045.5,987.5,1036.8,976.6,928.7,867.5,886.6,903.3,878.2,938.1
Greenwich,E09000011,1319.4,1288.2,1359.4,1255.6,1307.8,1199.3,1194.8,1191.7,1137.2,1096.1,1034.0,1047.3,1001.2,1022.5,1010.3
Hackney,E09000012,1228.1,1196.7,1197.7,1205.5,1140.1,1238.4,1094.8,1095.8,1058.9,1075.8,1018.5,1026.8,955.0,961.9,1016.5
Hammersmith and Fulham,E09000013,1137.8,1129.5,1190.2,1038.5,1057.2,930.1,1061.9,1082.4,972.1,950.3,1021.6,936.2,943.7,888.5,990.2
Haringey,E09000014,1299.9,1277.3,1327.4,1186.1,1062.6,1059.1,1106.1,1004.3,938.9,976.8,897.1,904.3,839.8,869.7,902.7
Harrow,E09000015,992.5,992.1,1012.3,981.7,966.2,923.8,870.7,844.9,817.5,783.4,763.1,774.9,742.6,734.9,765.6
Havering,E09000016,1209.7,1277.6,1249.2,1125.4,1159.5,1078.6,1069.6,1048.1,998.2,981.6,907.0,946.4,942.1,887.3,913.8
Hillingdon,E09000017,1186.3,1192.7,1162.8,1170.7,1072.9,1048.3,1007.4,1020.8,968.7,941.3,917.0,963.1,879.0,894.7,945.6
Hounslow,E09000018,1302.9,1361.6,1312.4,1281.3,1179.6,1158.7,1100.4,1082.1,1016.6,985.4,950.8,956.8,959.6,879.0,906.8
Islington,E09000019,1404.9,1323.5,1319.8,1321.7,1224.5,1224.5,1202.6,1192.4,1162.3,1046.2,1053.1,1025.0,1023.4,928.3,1011.7
Kensington and Chelsea,E09000020,925.3,893.3,868.8,815.3,819.4,740.6,785.6,786.0,774.1,762.1,792.4,786.9,701.4,690.9,707.8
Kingston upon Thames,E09000021,1199.2,1169.5,1192.0,1026.3,1043.4,1011.1,991.8,956.2,894.6,863.9,862.2,827.5,914.1,764.3,865.6
Lambeth,E09000022,1350.8,1307.8,1305.0,1278.3,1225.5,1240.5,1119.7,1218.6,1134.8,1042.4,997.4,1012.4,995.5,940.3,1016.5
Lewisham,E09000023,1410.4,1335.3,1345.6,1322.1,1297.6,1166.5,1164.6,1249.7,1083.8,1072.8,1060.0,976.5,974.1,977.3,1003.3
Merton,E09000024,1156.6,1082.7,1139.7,1017.9,998.3,990.6,988.8,993.0,926.7,878.9,885.5,922.5,929.2,890.5,911.3
Newham,E09000025,1423.9,1381.0,1357.2,1313.1,1337.5,1274.5,1195.4,1238.1,1148.5,1081.4,1008.2,1060.5,1028.5,981.9,1036.5
Redbridge,E09000026,1174.1,1153.3,1202.5,1105.9,1119.0,1041.1,1004.8,1024.4,953.1,946.1,901.8,879.9,915.3,823.4,942.4
Richmond upon Thames,E09000027,1087.3,1056.4,1080.2,1015.1,933.6,981.5,879.7,857.0,788.6,815.5,779.9,797.9,794.1,709.8,818.7
Southwark,E09000028,1257.3,1276.3,1286.3,1183.3,1186.4,1073.5,1089.4,1137.4,1030.9,1085.8,1008.8,948.7,957.0,969.4,948.2
Sutton,E09000029,1261.3,1166.9,1216.9,1080.7,1040.1,1030.7,1048.5,1018.6,970.8,961.5,890.8,905.1,906.0,962.0,864.9
Tower Hamlets,E09000030,1481.9,1470.6,1462.2,1297.5,1276.1,1345.2,1288.2,1305.8,1180.8,1159.7,1102.6,1128.3,1018.4,1064.5,1061.6
Waltham Forest,E09000031,1377.7,1368.8,1310.6,1254.8,1214.9,1211.1,1126.7,1086.6,1048.3,984.4,904.5,959.9,907.0,930.6,967.7
Wandsworth,E09000032,1313.9,1292.1,1244.6,1186.1,1225.6,1130.7,1134.5,1151.4,1037.7,1027.3,989.5,1003.8,976.7,914.3,974.2
Westminster,E09000033,1038.2,1015.2,1092.0,997.4,949.8,825.5,859.2,771.1,803.0,858.1,804.9,825.5,742.5,726.6,770.4
Isle of Anglesey,W06000001,1230.9,1214.2,1189.6,1097.5,1159.1,1051.9,1051.1,1041.6,1135.2,1046.5,974.9,944.4,1035.4,940.4,1033.1
Gwynedd,W06000002,1187.5,1216.1,1172.8,1206.1,1110.8,1068.0,1088.4,1127.3,1068.2,1096.7,892.8,991.3,913.3,885.9,1030.1
Conwy,W06000003,1247.3,1244.4,1192.1,1120.5,1110.0,1100.3,1090.0,1087.5,1025.4,1001.7,975.2,962.2,992.9,974.0,959.6
Denbighshire,W06000004,1253.5,1164.1,1254.9,1180.2,1199.2,1154.6,1090.2,1172.7,1147.0,1118.0,1049.6,1092.4,1143.4,1173.1,1097.4
Flintshire,W06000005,1255.7,1211.9,1284.0,1214.6,1198.1,1130.3,1104.7,1127.9,1055.9,1018.5,989.4,1040.6,1055.6,961.1,1035.0
Wrexham,W06000006,1358.6,1374.4,1296.0,1238.4,1236.7,1189.2,1188.5,1195.4,1125.3,1093.3,1043.0,1030.7,1052.6,1098.0,1139.0
Ceredigion,W06000008,1051.6,1099.6,1094.9,1097.3,1030.1,934.9,931.5,939.1,958.5,931.9,957.2,867.2,907.8,869.1,944.4
Pembrokeshire,W06000009,1297.7,1280.2,1276.9,1152.4,1260.6,1113.5,1081.8,1126.2,1052.8,1018.8,965.0,978.4,978.9,912.1,1024.0
Carmarthenshire,W06000010,1378.7,1331.9,1409.4,1302.4,1230.4,1216.4,1174.9,1181.8,1102.6,1073.5,1037.6,1064.4,1054.3,1029.7,1077.8
Swansea,W06000011,1245.3,1250.3,1318.8,1217.2,1210.6,1172.9,1188.6,1134.3,1143.0,1056.1,1073.1,1065.1,1079.1,1004.8,1083.1
Neath Port Talbot,W06000012,1389.1,1316.0,1352.0,1286.7,1197.3,1208.8,1191.8,1212.1,1173.6,1163.6,1170.0,1162.3,1132.6,1106.0,1153.6
Bridgend,W06000013,1319.0,1395.8,1431.1,1317.8,1313.0,1282.0,1237.2,1227.0,1089.6,1174.5,1150.2,1177.7,1117.3,1129.8,1163.9
Vale of Glamorgan,W06000014,1233.0,1269.4,1243.3,1158.8,1137.9,1117.1,1103.8,1044.2,1006.4,1008.6,912.7,957.3,993.7,939.8,993.0
Cardiff,W06000015,1268.7,1280.0,1291.2,1197.9,1183.1,1125.7,1170.9,1144.1,1067.6,1059.1,1009.8,1033.1,1058.9,1011.4,1027.0
Rhondda Cynon Taf,W06000016,1361.2,1415.1,1410.8,1336.1,1339.1,1229.8,1370.8,1312.7,1222.5,1217.6,1184.7,1157.2,1244.8,1172.0,1192.2
Caerphilly,W06000018,1433.7,1350.2,1392.8,1380.2,1308.7,1179.4,1297.2,1269.7,1105.6,1188.8,1132.5,1124.5,1159.8,1110.2,1176.8
