date,010000Food & Non-Alcoholic Beverages,010106Apples Dessert Per Kg,010106Bananas Per Kg,010101Breakfast Cereal 1,010101Breakfast Cereal 2,010104Cheddar Home Produced Per Kg,010202Cola Flavoured Drink 2 Ltr Btl,010101Dry Spaghetti Or Pasta 500G,010107Fresh Veg Onions Per Kg,010107Fresh Veg Tomatoes Per Kg,010202Fresh_Chilled Orange Juice 1L,010202Fruit Juice Not Orange 1L,010106Grapes Per Kg,010101Plain Biscuits 200-300G,010107Potatoes New Per Kg,010107Potatoes Old White Per Kg,010104Shop Milk Whole Milk 4Pt_2Ltr,010104Shop Milk Semi Skimmed,010105Spreadable Butter 40-70% Butter,010106Strawberries Per Kg Or Punnet,010201Tea Bags 1 Packet Of 80 (250G),010101White Sliced Loaf Branded 800G,010101Wholemeal Sliced Loaf Branded,010104Yoghurt Small Individual,"010104Yoghurt_Fromage 4-6Pk, 50-125G",020000Alcoholic Beverages,020102Apple Cider 500-750Ml 4.5-5.5%,020103Bitter 4 Cans 440-500Ml,020101Brandy 68-70 Cl Bottle,020103Lager 4 Bottles Premium,020102Red Wine European 75Cl,020101Rum White Bottle,020101Vodka 70 Cl Bottle,020101Whisky 70 Cl Bottle,020102White Wine European 75Cl
Apr-15,99.04,102.61,94.27,102.89,100.35,94.72,102.66,90.05,99.13,102.42,95.8,97.04,97.26,101.76,68.81,93.45,96.97,94.02,94.25,116.33,101.32,90.94,89.83,101.11,117.98,96.76,97.06,91.13,101.11,94.22,96.32,99.2,97.48,102.46,96.6
May-15,98.78,104.43,94.27,102.22,99.01,94.44,100.84,90.25,99.49,101.43,95.49,95.58,99.48,101.84,70.52,93.62,96.57,94.02,96.87,110.11,98.27,90.89,89.23,101.13,122.16,97.99,100.23,95.92,102.2,95.72,96.97,100.17,98.93,101.69,96.43
Jun-15,98.02,104.34,94.27,102.39,98.3,94.47,92.13,89.5,98.63,101.52,96.05,95.31,100.3,101.8,70.52,94.09,96.87,93.78,95.82,104.73,98.88,87.81,88.47,100.29,124.42,97.12,97.85,95.9,101.9,95.35,96.65,99.85,99.14,99.28,95.64
Jul-15,97.99,104.09,94.27,100.79,94.91,94.06,101.41,88.28,99.85,103.07,96.64,95.24,95.13,102.14,70.51,94.52,96,93.84,96.09,92.78,97.9,87.68,86.98,100.37,128.93,97.45,99.82,95.4,101.97,94.99,95.33,99.04,99.13,102.32,95.84
Aug-15,97.39,104.96,94.27,98.89,94.59,94.03,104.13,91.8,99.3,101.89,93.39,93.12,94.37,102.49,66.04,93.05,95.83,93.3,95.23,97.79,97.33,87.63,86.5,99.84,126.23,97.05,98,97.06,101.11,94.46,95.63,98.46,98.78,102.61,95.27
Sep-15,96.83,104.7,94.27,97.21,91.62,91.91,99.45,87.63,99.51,103.47,92.06,94.68,91.55,94.94,70.23,93.69,96.07,93.76,96.72,107.34,97.06,88.14,85.43,99.18,124.96,95.65,98.49,94.6,101.71,94.16,92.77,98.6,98.33,100.54,91.85
Oct-15,98.24,99,92.8,97.68,93.49,91.95,118.22,85.72,100.17,103.92,92.11,92.75,94.63,95.77,68.81,96.75,96.26,94.8,96.45,112.01,95.87,87.38,85.13,98.74,123.05,95.33,98.05,96.24,101.35,93.72,91.87,100.13,97.93,100.77,91.11
Nov-15,98.2,99.23,94.27,98.5,93.73,88.74,111.44,84.21,97.97,103.46,94.34,84.34,97.07,94.51,70.23,94.22,96.03,95.64,93.59,140.96,96.11,85.29,83.67,100,126.23,93.67,98.18,93.53,99.74,91.64,90.62,96.65,94.43,96.53,91.18
Dec-15,97.9,99.83,94.27,97.64,90.12,86.55,109.76,80.05,97.07,102.73,90.91,84.34,96.9,88.28,68.41,96.8,96.76,95.64,93.04,140.25,97.37,85.9,83.74,100.62,143.34,90.59,97.17,92.78,97.57,91.31,84.39,92.47,89.92,91.97,86.59
Jan-16,96.26,101.82,94.27,93.42,84.82,86.09,110.53,79.54,97.26,103.53,91.37,84.34,94.43,91.74,67.13,95.07,94.85,95.64,93.76,123.08,94.3,85.93,83.56,99.18,128.85,93.89,98.16,91.04,100.68,93.78,87.59,98.98,98.34,100.64,87.98
Feb-16,97.7,102.88,94.27,100.79,94.08,88.76,114.35,84.73,97.01,104.19,91.32,84.34,91.29,90.82,68.97,96.21,95.02,95.64,93.32,117.53,98.37,85.35,82.82,101.22,129.12,93.26,98.8,91.04,100.56,93.11,86.43,96.62,97.21,99.64,87.42
