date,010000Food & Non-alcoholic beverages,010106APPLES DESSERT PER KG,010106BANANAS PER KG,010101BREAKFAST CEREAL 1,010101BREAKFAST CEREAL 2,010104CHEDDAR HOME PRODUCED PER KG,010202COLA FLAVOURED DRINK 2 LTR BTL,010101DRY SPAGHETTI OR PASTA 500G,010107FRESH VEG ONIONS PER KG,010107FRESH VEG TOMATOES PER KG,010202FRESH_CHILLED ORANGE JUICE 1L,010202FRUIT JUICE NOT ORANGE 1L,010106GRAPES PER KG,010101PLAIN BISCUITS 200-300G,010107POTATOES NEW PER KG,010107POTATOES OLD WHITE PER KG,010104SHOP MILK WHOLE MILK 4PT_2LTR,010104SHOP MILK SEMI SKIMMED,010105SPREADABLE BUTTER 40-70% BUTTER,010106STRAWBERRIES PER KG OR PUNNET,010201TEA BAGS 1 PACKET OF 80 (250G),010101WHITE SLICED LOAF BRANDED 800G,010101WHOLEMEAL SLICED LOAF BRANDED,010104YOGHURT SMALL INDIVIDUAL,"010104YOGHURT_FROMAGE 4-6PK, 50-125G",020000Alcoholic beverages,020102APPLE CIDER 500-750ML 4.5-5.5%,020103BITTER 4 CANS 440-500ML,020101BRANDY 68-70 CL BOTTLE,020103LAGER 4 BOTTLES PREMIUM,020102RED WINE EUROPEAN 75CL,020101RUM WHITE BOTTLE,020101VODKA 70 CL BOTTLE,020101WHISKY 70 CL BOTTLE,020102WHITE WINE EUROPEAN 75CL
11/08/2014,99.81,99.08,110.51,97.85,97.56,98.54,99.38,97.43,99.61,101.80,99.12,97.82,94.05,100.86,100.00,96.72,100.52,99.80,99.42,97.45,99.90,101.31,100.88,101.09,107.83,100.83,101.80,101.18,101.62,99.54,100.24,101.22,98.11,105.08,100.23
18/08/2014,99.52,99.08,110.51,97.57,97.13,97.00,99.18,96.26,100.40,101.20,101.36,101.07,94.25,100.93,79.37,98.71,100.36,99.73,99.34,94.48,99.83,100.54,101.18,100.95,108.52,100.80,100.73,99.93,101.56,99.34,100.74,101.03,99.05,105.10,100.52
25/08/2014,99.82,99.08,110.51,98.65,99.73,96.87,99.44,98.66,100.40,101.01,101.87,101.63,93.94,101.24,79.37,98.71,100.33,99.68,99.11,92.96,101.85,100.40,101.23,100.93,108.40,100.12,100.39,99.40,101.32,98.92,99.54,100.13,98.33,104.60,99.51
01/09/2014,98.92,99.08,110.51,97.08,97.99,98.73,98.73,98.50,99.15,101.38,101.95,100.44,94.37,101.29,77.79,97.66,99.88,99.29,98.85,95.35,99.03,101.08,101.08,100.93,90.82,100.11,101.30,99.70,101.15,100.22,98.51,100.79,98.00,103.45,99.12
08/09/2014,98.67,99.21,110.51,97.60,97.64,99.54,98.81,98.58,98.95,101.57,102.59,100.24,94.70,101.42,73.68,97.27,98.42,97.38,98.20,100.54,98.58,100.15,99.48,100.93,87.01,99.97,101.46,100.42,100.47,100.73,98.29,100.80,97.76,102.30,98.74
15/09/2014,98.61,97.18,107.79,101.25,98.21,99.15,100.30,98.47,99.06,101.47,102.03,99.25,92.34,101.45,73.68,97.68,98.04,96.84,97.95,103.61,98.67,99.06,98.71,100.94,86.21,99.13,100.63,100.39,99.85,100.39,97.01,100.15,96.58,101.52,97.52
22/09/2014,98.93,96.62,107.79,101.26,97.94,96.77,99.59,97.02,98.97,101.24,98.68,96.88,92.27,101.44,77.83,97.75,98.88,98.61,99.74,108.91,99.74,99.38,99.27,98.84,93.38,98.89,100.74,100.45,100.36,99.70,97.02,100.47,96.37,101.28,96.98
29/09/2014,99.14,96.62,110.51,103.97,96.61,95.62,99.18,96.43,98.21,101.20,96.41,94.42,95.49,101.52,73.03,98.22,99.26,99.22,100.24,106.30,100.38,100.24,100.54,97.53,103.11,100.12,101.60,100.42,102.01,98.79,99.95,101.79,98.52,101.97,99.51
06/10/2014,99.32,96.62,105.13,102.75,97.08,95.57,98.50,96.98,98.06,101.20,95.66,94.29,95.34,101.54,73.03,98.05,99.17,99.64,100.10,116.29,101.31,100.87,100.96,97.53,102.94,99.87,100.96,99.94,102.53,97.89,99.67,101.41,99.68,101.15,99.74
13/10/2014,98.91,96.64,100.00,99.28,96.77,94.50,98.04,97.47,98.99,100.17,98.41,96.36,95.49,101.53,73.03,98.33,98.73,98.80,98.71,121.94,101.87,101.06,94.92,99.67,98.11,99.77,100.38,99.94,101.78,98.14,99.29,101.37,99.92,101.54,99.36
20/10/2014,99.17,97.10,100.00,99.10,97.63,93.24,98.23,97.44,98.87,99.99,99.09,97.07,96.07,101.53,73.03,98.29,98.32,98.45,97.94,132.04,101.77,100.09,93.48,100.13,95.32,100.04,101.00,100.01,100.94,98.41,99.55,101.01,99.52,103.14,99.22
27/10/2014,100.07,97.04,100.00,101.36,100.76,93.17,98.21,97.85,97.94,100.16,98.93,97.02,96.49,101.16,73.03,95.58,98.80,98.74,97.66,156.85,100.97,99.45,92.95,100.05,90.49,99.55,100.72,99.53,100.62,97.94,98.84,100.60,98.90,103.25,98.32
03/11/2014,100.62,96.90,100.00,104.55,101.45,94.09,96.71,97.68,98.48,100.20,97.89,98.06,96.73,100.91,73.03,95.29,99.95,99.69,98.20,160.08,100.04,99.30,92.96,100.06,96.84,98.90,100.49,99.13,101.21,97.59,98.51,100.17,96.99,101.85,97.77
10/11/2014,100.86,96.90,100.00,105.23,101.56,95.10,97.03,97.71,99.56,98.36,96.70,98.51,97.33,100.90,73.03,93.60,99.84,99.86,98.21,162.80,99.89,99.06,96.06,100.05,101.71,98.38,100.70,98.56,100.70,96.90,98.55,98.51,95.12,100.88,97.76
17/11/2014,101.30,97.10,100.00,105.26,101.57,94.82,96.79,97.73,99.76,98.36,96.68,98.52,99.35,101.35,80.00,93.84,99.82,99.64,98.27,164.86,100.71,98.92,98.97,100.05,102.50,98.01,99.99,97.71,100.11,96.05,98.42,98.11,94.86,100.87,97.83
24/11/2014,101.24,97.10,100.00,104.38,100.96,93.80,96.14,90.30,100.61,98.46,99.89,100.04,101.35,101.74,80.00,96.01,99.75,99.63,97.24,157.19,99.82,99.34,99.23,100.05,102.50,98.06,100.20,97.33,98.79,96.09,98.37,96.95,95.41,100.49,98.50
01/12/2014,101.63,97.10,100.00,104.22,100.75,94.28,96.04,87.57,102.94,97.72,101.02,100.70,110.68,102.41,80.00,94.98,97.98,97.88,96.61,162.26,99.66,98.88,99.22,100.16,102.50,98.32,100.53,97.64,98.67,96.36,98.72,97.48,96.29,100.13,98.70
08/12/2014,101.20,97.10,100.00,103.19,99.45,94.61,96.59,88.20,99.69,96.47,101.01,100.64,111.08,101.94,80.00,93.88,97.64,97.71,96.91,166.17,96.50,98.76,99.22,100.30,102.50,97.67,100.09,97.44,97.69,96.21,97.97,96.86,95.24,98.74,98.10
15/12/2014,100.88,97.10,100.00,101.41,99.23,93.89,94.07,89.46,98.34,94.95,99.06,93.51,112.13,101.13,100.00,93.43,99.49,100.00,97.87,166.17,93.99,98.46,99.22,100.30,103.31,96.65,98.24,97.86,97.52,95.57,97.05,96.33,93.91,96.94,97.26
22/12/2014,100.78,96.55,100.00,101.53,99.46,93.86,93.76,89.17,102.45,96.39,98.16,93.51,108.28,101.41,100.00,92.23,100.16,100.00,97.40,161.33,93.92,99.05,99.74,100.29,103.43,96.62,98.31,98.31,97.25,95.38,96.08,96.97,94.44,97.77,96.83
29/12/2014,100.94,96.55,100.00,102.49,99.34,94.33,95.54,89.10,103.31,96.24,98.18,93.51,107.85,101.46,100.00,92.42,100.20,100.00,97.27,159.42,94.00,99.51,100.29,102.38,103.43,96.32,97.79,97.49,97.12,95.10,95.98,96.90,94.12,96.95,97.03
05/01/2015,100.98,96.90,100.00,103.08,98.82,95.03,98.52,88.81,102.03,97.91,98.30,93.51,106.43,102.12,100.00,92.87,99.80,100.00,97.27,159.42,97.72,99.26,99.65,102.38,91.74,97.30,98.16,97.75,97.80,95.80,97.24,97.79,95.91,99.00,97.78
12/01/2015,100.03,96.75,100.00,103.36,97.05,94.94,98.02,87.50,101.89,94.84,97.49,93.26,103.56,102.84,100.00,93.60,99.60,100.00,96.77,156.83,99.54,98.02,97.64,102.18,80.99,98.42,98.60,97.03,99.53,95.07,98.96,100.38,99.29,102.74,98.53
19/01/2015,99.25,96.53,100.00,102.35,96.60,94.63,98.25,87.11,100.38,94.08,96.66,93.23,99.71,102.93,100.00,93.10,99.29,100.00,96.74,155.73,99.04,91.05,96.53,102.11,80.32,98.67,98.74,96.30,100.76,94.30,99.06,102.09,100.55,105.04,98.39
26/01/2015,98.85,95.92,100.00,100.66,99.67,94.42,95.82,87.66,99.60,94.05,96.29,92.80,97.00,101.77,100.00,92.31,99.60,100.00,96.82,156.84,99.61,82.98,93.03,102.07,85.87,98.70,98.82,96.54,101.59,93.90,99.16,101.68,100.06,105.23,98.87
02/02/2015,99.76,96.50,100.00,100.63,100.05,94.10,95.01,87.36,102.18,99.92,95.93,93.20,96.58,101.33,100.00,91.91,99.51,99.64,96.53,157.39,99.79,83.18,93.17,101.90,99.41,99.18,100.44,97.81,101.11,95.57,98.81,101.88,99.25,105.34,98.60
09/02/2015,100.20,96.45,96.46,101.11,99.63,94.24,94.94,87.40,101.05,101.86,95.91,93.20,96.96,101.35,100.00,92.37,99.31,99.10,96.50,149.99,100.31,90.17,95.24,101.90,109.86,99.22,101.55,98.23,101.19,96.22,98.22,101.82,98.97,105.25,97.72
16/02/2015,100.26,97.27,95.38,100.64,100.17,92.97,98.91,88.07,99.84,101.34,96.76,92.72,95.74,102.03,100.00,94.71,99.31,99.10,96.41,139.50,100.48,95.01,94.10,102.20,107.67,99.07,101.25,98.12,101.68,95.94,98.04,101.41,99.37,105.19,97.47
23/02/2015,100.29,96.79,95.38,100.06,100.65,92.14,100.24,90.87,100.52,101.39,97.26,92.69,95.33,102.58,100.00,95.67,99.31,99.10,96.36,136.43,100.38,95.16,94.44,102.44,104.92,98.99,101.27,98.10,101.41,95.74,98.21,100.76,99.47,104.13,97.79
02/03/2015,100.56,96.71,95.38,100.09,100.79,92.34,100.33,94.10,100.05,101.28,97.26,92.76,94.32,102.60,100.00,95.56,99.30,99.10,96.35,147.55,100.43,95.16,94.29,102.44,105.11,98.99,101.39,97.84,101.05,95.68,98.49,100.17,99.11,103.93,98.09
09/03/2015,99.69,96.31,95.38,99.40,100.10,94.67,97.65,93.01,98.97,101.28,93.93,92.69,95.19,102.47,100.00,93.17,99.03,99.10,96.32,131.65,100.77,94.94,94.36,102.29,106.37,99.11,101.18,97.81,101.41,96.35,98.34,99.33,99.26,104.11,98.12
16/03/2015,99.42,96.48,95.38,100.26,100.42,95.73,96.60,90.54,98.83,101.34,93.19,92.82,95.33,102.54,100.00,92.78,98.98,99.10,96.60,121.95,100.90,94.90,94.36,102.18,106.06,98.61,100.54,94.43,101.60,94.69,98.47,100.13,99.52,104.46,98.22
23/03/2015,99.40,96.79,93.89,98.54,99.19,95.40,97.11,90.19,100.17,101.79,92.01,92.88,95.85,102.64,100.00,94.84,99.10,99.10,96.84,121.95,100.57,95.11,94.44,102.16,105.38,98.20,99.45,91.25,101.61,93.30,99.18,100.39,99.47,104.58,98.71
30/03/2015,99.51,96.95,95.38,100.12,99.99,94.72,96.67,92.54,99.89,101.36,93.71,92.88,95.93,101.65,100.00,95.72,97.63,99.10,96.96,114.05,102.58,95.15,94.66,102.14,106.67,98.13,100.21,90.11,101.38,93.49,98.63,99.74,99.89,104.49,98.25
06/04/2015,99.62,98.10,95.38,103.09,101.69,94.49,95.92,93.20,99.25,101.59,94.19,92.88,96.46,100.73,100.00,94.00,97.64,99.21,96.94,114.05,103.58,94.37,94.54,102.12,106.67,96.16,95.33,89.32,100.54,92.81,96.12,97.52,98.49,103.56,96.08
13/04/2015,99.61,98.37,95.38,101.27,101.13,94.20,96.00,93.31,98.75,101.20,95.80,92.75,96.88,100.63,100.00,92.86,98.68,99.25,94.13,121.95,104.61,92.96,92.76,102.35,107.75,96.09,94.90,89.81,100.24,92.74,96.35,98.19,97.13,103.83,96.35
20/04/2015,99.69,98.97,93.89,102.11,100.80,93.22,96.33,90.94,100.17,99.95,96.43,92.88,96.88,101.79,100.00,94.95,99.03,99.25,93.58,121.95,103.46,92.62,92.19,102.44,108.18,96.55,97.78,89.79,100.28,93.17,96.35,98.63,97.03,103.91,96.02
27/04/2015,99.61,99.29,95.38,101.32,100.39,93.36,98.86,90.17,99.91,99.55,96.43,92.75,95.32,102.38,100.00,95.71,99.02,99.25,93.55,114.05,103.75,92.31,91.81,102.44,108.18,98.29,101.42,94.29,100.66,95.47,97.40,100.16,97.40,104.87,96.81
04/05/2015,99.66,100.37,95.38,100.54,99.74,93.88,99.66,90.15,100.08,98.93,94.12,91.46,95.96,102.29,100.00,95.84,99.03,99.25,95.81,116.76,103.15,93.60,92.46,102.45,108.99,98.96,103.67,96.49,101.58,96.32,97.51,99.88,98.33,104.34,96.69
11/05/2015,99.61,100.53,93.89,101.56,99.49,93.84,101.69,91.75,100.08,98.85,93.64,91.07,96.66,101.91,100.00,94.79,99.10,99.25,97.28,116.76,101.41,93.76,92.68,102.45,109.06,98.88,103.74,96.92,101.75,96.25,97.26,100.14,98.48,104.11,96.32
18/05/2015,99.81,100.71,93.89,101.30,99.23,93.73,102.76,92.25,98.57,100.20,95.64,91.29,95.86,101.50,100.00,94.33,99.09,99.25,97.57,126.39,99.07,93.23,92.44,102.45,108.70,98.56,102.76,96.77,101.31,95.79,97.10,100.43,98.96,103.56,96.15
25/05/2015,99.45,100.84,95.38,100.42,98.26,94.26,102.25,91.99,98.38,99.78,95.47,91.66,100.72,101.58,102.49,93.92,98.68,99.25,97.06,99.92,101.63,92.93,91.31,102.27,112.25,98.15,101.76,96.32,100.91,95.42,96.98,100.28,98.85,102.71,96.03
01/06/2015,98.93,100.48,95.38,101.11,99.24,94.42,97.88,90.28,98.96,99.78,95.49,91.70,103.43,102.06,103.12,94.83,98.28,99.20,96.78,102.00,102.13,92.88,90.35,102.64,95.51,97.73,98.70,96.20,100.84,95.32,97.33,100.29,98.98,102.54,96.01
08/06/2015,99.62,100.55,95.38,101.39,99.41,94.58,96.55,89.30,99.27,99.77,95.70,91.15,106.22,101.91,102.49,94.94,98.25,98.96,96.78,103.20,100.60,92.88,91.17,102.73,114.50,97.69,99.23,96.42,100.88,95.53,97.49,99.77,98.93,101.24,95.80
15/06/2015,98.82,99.71,95.38,101.45,99.46,93.85,95.61,89.30,97.07,99.37,95.06,91.22,99.65,101.44,102.49,94.17,98.76,98.96,95.59,103.20,98.70,92.96,92.47,101.60,110.55,97.41,99.84,96.68,100.46,94.92,97.39,99.52,99.57,99.48,95.27
22/06/2015,99.05,99.70,95.38,101.20,98.95,93.74,98.40,91.10,96.87,99.39,94.77,91.28,99.42,100.83,102.49,94.51,98.94,98.96,95.31,103.20,100.80,92.87,93.04,101.09,112.11,97.50,99.98,96.64,100.40,95.26,97.43,99.64,99.77,99.31,95.26
29/06/2015,102.16,99.88,100.00,100.37,97.70,94.55,100.09,83.82,98.25,104.98,93.25,91.28,96.47,100.86,102.49,95.08,98.72,98.96,95.50,106.28,103.96,94.49,91.10,100.98,177.12,97.80,99.90,95.50,101.95,94.76,96.61,102.85,99.87,104.12,94.93
06/07/2015,102.19,99.88,100.00,100.37,97.29,95.84,99.18,85.11,102.38,105.01,97.62,91.28,96.83,102.28,100.00,95.64,98.00,98.96,94.57,106.28,102.38,87.87,88.04,101.98,177.12,97.63,99.59,94.06,102.04,93.60,96.09,103.23,99.87,106.06,95.23
13/07/2015,98.98,99.61,95.38,99.60,96.19,94.33,97.49,89.52,99.30,100.87,97.11,91.28,95.32,102.52,103.85,94.31,98.05,99.03,94.98,102.00,100.39,88.98,89.99,101.58,118.11,98.19,102.89,95.66,101.14,94.71,96.51,100.55,99.10,104.36,95.56
20/07/2015,98.79,99.79,95.38,99.48,95.36,94.41,95.96,87.27,99.30,100.98,97.16,91.19,95.23,102.61,103.85,94.31,98.05,99.03,94.90,102.00,99.88,88.84,89.62,101.58,118.11,98.27,102.52,95.98,101.11,94.90,96.37,99.88,99.60,104.20,96.04
27/07/2015,98.37,101.48,95.38,99.22,95.25,93.65,97.31,88.15,98.47,100.43,95.26,90.38,93.43,102.55,103.07,94.41,98.24,99.03,96.19,102.00,99.32,88.72,89.74,101.77,111.82,97.80,101.67,95.99,100.88,94.54,95.43,99.10,99.13,104.20,95.70
03/08/2015,98.01,101.63,95.38,99.03,96.52,93.04,99.25,90.53,98.11,100.32,94.15,90.20,92.78,102.28,100.00,94.52,98.38,99.03,96.90,93.95,98.81,88.95,89.40,101.72,108.17,97.81,101.53,95.81,100.70,94.52,95.78,99.12,98.78,104.18,95.85
10/08/2015,98.46,101.16,95.38,99.20,97.77,92.85,101.21,92.08,98.39,100.28,94.26,90.20,92.29,102.68,100.00,94.64,98.41,99.38,96.77,100.61,99.46,88.87,89.27,101.71,108.17,97.46,99.55,95.93,100.34,94.51,96.29,99.28,98.37,104.59,95.09
17/08/2015,97.81,101.08,95.38,96.44,95.12,93.78,101.79,91.55,98.85,99.11,92.50,88.97,92.89,102.55,90.26,91.92,97.52,100.00,95.33,102.00,98.88,88.53,89.32,101.55,114.50,97.22,97.57,98.01,99.68,94.38,96.35,99.72,98.29,104.37,95.06
24/08/2015,97.80,99.66,95.38,97.42,96.82,94.33,100.21,91.74,97.98,99.08,92.24,88.45,92.54,102.04,95.70,91.44,97.35,100.00,94.54,102.00,98.40,88.54,88.38,100.99,114.72,97.34,99.97,96.13,99.48,93.91,96.58,98.59,98.41,104.01,95.09
31/08/2015,97.79,99.31,95.38,97.59,96.98,94.17,98.13,89.85,97.98,99.34,95.06,88.45,92.48,102.00,100.00,91.44,97.35,100.00,92.67,102.00,98.69,88.67,87.59,100.08,112.50,97.45,100.39,96.37,99.97,94.54,96.36,97.35,99.48,103.59,94.50
07/09/2015,97.78,100.50,95.38,97.83,96.10,93.78,98.33,89.59,98.11,100.49,92.60,89.44,89.78,101.96,100.00,91.44,97.46,100.00,94.08,102.00,99.57,88.89,87.93,100.06,112.75,96.82,99.10,96.27,100.03,94.55,95.11,97.54,99.20,103.26,93.41
14/09/2015,97.56,100.85,95.38,98.47,95.62,93.36,96.87,87.04,98.11,100.82,91.90,90.20,89.52,96.03,100.00,91.44,97.75,100.84,95.50,104.31,100.11,88.64,87.64,99.57,113.25,96.29,98.74,96.12,99.90,94.44,94.04,97.14,98.85,103.19,92.10
21/09/2015,96.97,100.25,95.38,96.86,92.94,89.94,93.86,86.43,96.66,100.68,92.22,90.20,89.48,91.21,102.07,94.37,98.83,101.18,97.04,112.54,97.76,88.92,88.30,100.52,108.44,95.73,100.52,94.46,100.32,93.40,93.26,99.25,97.59,101.69,91.10
28/09/2015,97.37,98.48,95.38,97.08,92.66,89.96,94.28,85.34,98.12,101.64,91.83,90.79,88.72,93.10,102.07,94.87,98.50,101.18,97.17,123.76,96.96,87.99,87.65,101.00,108.22,95.18,99.43,93.54,100.26,93.11,92.85,100.40,97.09,100.72,90.56
05/10/2015,98.26,99.37,95.38,95.85,93.11,91.22,99.65,83.86,99.71,100.80,93.68,91.00,92.01,94.43,102.07,97.67,98.00,101.18,97.30,123.76,97.55,87.87,87.43,100.93,108.58,95.13,97.10,93.91,100.10,93.11,93.40,100.38,97.55,100.65,91.37
12/10/2015,98.62,95.68,93.89,97.33,95.21,92.07,104.26,84.76,99.12,101.01,93.01,93.27,92.01,95.30,100.00,98.12,97.95,100.21,96.57,123.76,99.05,88.26,87.30,99.86,107.86,95.25,95.57,94.98,100.41,94.06,92.39,100.54,97.83,103.27,90.87
19/10/2015,98.22,91.86,93.89,97.46,96.44,91.33,101.41,86.65,96.92,101.06,93.41,93.27,93.86,95.20,100.00,97.94,97.95,100.21,93.60,123.76,98.79,87.60,87.05,99.57,106.90,95.71,99.49,94.52,101.00,93.37,91.54,100.37,97.40,103.64,91.90
26/10/2015,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
02/11/2015,98.34,91.11,93.89,98.18,97.32,90.64,101.84,86.71,96.55,101.06,93.48,93.27,93.12,94.88,100.00,100.02,97.95,100.21,93.19,124.55,98.66,87.07,86.61,99.91,106.54,95.89,99.83,95.01,100.87,93.40,91.60,100.42,97.74,103.69,92.19
09/11/2015,98.33,93.99,95.38,97.74,96.24,89.31,98.92,84.64,97.00,100.98,95.25,80.87,93.44,93.08,102.07,92.95,97.56,101.18,93.57,159.42,99.80,86.24,86.80,100.83,109.76,95.19,101.42,94.07,99.54,92.19,91.35,98.59,97.40,100.03,91.78
16/11/2015,98.49,96.13,95.38,97.87,96.79,89.49,100.62,84.66,97.00,101.85,94.80,80.87,94.33,94.04,102.07,92.95,97.56,101.18,94.08,159.42,97.86,85.99,86.15,101.25,107.87,94.80,100.30,94.00,99.04,92.17,91.19,97.89,96.51,99.72,91.55
23/11/2015,98.22,96.13,95.38,96.44,95.01,88.73,99.92,84.37,96.55,101.53,93.41,80.87,94.80,92.07,102.07,94.40,97.56,101.18,92.41,159.42,98.58,85.35,85.34,101.14,111.82,94.07,99.65,94.00,97.93,92.92,90.64,96.10,93.99,97.37,90.83
30/11/2015,97.92,96.98,95.38,95.36,92.80,85.75,102.16,78.42,96.20,98.95,91.93,80.87,94.94,90.45,102.07,96.37,98.19,101.18,91.00,156.03,99.57,83.31,84.38,101.36,120.04,93.00,101.62,92.92,97.32,92.84,87.14,95.03,93.36,96.42,87.76
07/12/2015,97.96,97.08,95.38,97.40,93.10,86.03,100.04,77.80,96.37,98.45,92.26,80.87,93.77,90.44,102.07,96.37,98.33,101.18,90.33,156.03,102.31,83.31,84.73,101.51,119.53,92.82,101.64,92.90,97.35,92.82,86.87,94.72,93.32,95.62,87.54
14/12/2015,98.09,97.08,95.38,99.25,94.24,86.50,97.49,77.82,95.91,99.64,93.15,80.87,95.31,88.81,102.07,96.37,98.33,101.18,91.62,156.03,101.79,84.48,85.07,101.83,118.11,91.24,99.92,92.77,95.69,90.96,84.83,92.03,89.85,94.36,87.36
21/12/2015,98.11,93.92,95.38,99.35,94.30,89.40,97.50,77.55,95.74,99.60,93.55,80.87,95.48,86.31,102.07,96.37,98.33,101.18,92.37,154.51,101.67,84.49,84.83,101.86,121.09,90.81,99.37,92.70,95.34,90.78,84.25,91.60,89.29,94.25,86.58
28/12/2015,98.62,93.85,95.38,99.21,94.56,89.31,100.83,76.43,95.74,101.49,93.55,80.87,94.57,87.11,97.11,96.37,98.33,101.18,92.46,154.51,105.13,85.96,85.62,101.86,123.71,90.35,95.36,92.89,95.66,90.72,84.39,92.49,89.80,94.58,86.48
04/01/2016,97.25,93.85,95.38,94.75,91.23,86.59,99.13,78.26,95.91,101.49,96.36,80.87,96.01,87.93,89.14,95.35,97.74,101.18,92.14,154.44,96.92,86.25,85.06,101.12,115.58,91.76,98.75,92.10,96.54,91.39,86.08,94.60,92.79,94.83,87.37
11/01/2016,96.42,94.12,95.38,92.61,86.96,86.46,99.66,78.13,95.78,100.23,94.74,80.87,92.26,90.88,89.14,94.74,96.16,101.18,92.11,154.44,95.72,86.01,84.46,99.52,111.49,94.17,99.50,91.27,99.28,92.65,87.72,100.57,98.02,103.59,88.24
