date,010000Food And Non-Alcoholic Beverages,010106Apples Dessert Per Kg,010106Bananas Per Kg,010101Breakfast Cereal 1,010101Breakfast Cereal 2,010104Cheddar Home Produced Per Kg,010202Cola Flavoured Drink 2 Ltr Btl,010101Dry Spaghetti Or Pasta 500G,010107Fresh Veg Onions Per Kg,010107Fresh Veg Tomatoes Per Kg,010202Fresh_Chilled Orange Juice 1L,010202Fruit Juice Not Orange 1L,010106Grapes Per Kg,010101Plain Biscuits 200-300G,010107Potatoes New Per Kg,010107Potatoes Old White Per Kg,010104Shop Milk Whole Milk 4Pt_2Ltr,010104Shop Milk Semi Skimmed,010105Spreadable Butter 40-70% Butter,010106Strawberries Per Kg Or Punnet,010201Tea Bags 1 Packet Of 80 (250G),010101White Sliced Loaf Branded 800G,010101Wholemeal Sliced Loaf Branded,010104Yoghurt Small Individual,"010104Yoghurt_Fromage 4-6Pk, 50-125G",020000Alcoholic Beverages,020102Apple Cider 500-750Ml 4.5-5.5%,020103Bitter 4 Cans 440-500Ml,020101Brandy 68-70 Cl Bottle,020103Lager 4 Bottles Premium,020102Red Wine European 75Cl,020101Rum White Bottle,020101Vodka 70 Cl Bottle,020101Whisky 70 Cl Bottle,020102White Wine European 75Cl
26/01/2015,97,90.14,102,96.96,98.65,97.25,99.59,94.21,100.29,101.01,101.32,101.1,97.04,100.6,96.93,89,99.89,99.76,99.09,95.55,100.22,101.66,101.58,97.39,105.65,98,95,96.43,101,99.49,98.78,99.7,99.21,99.72,98.5
02/02/2015,97.71,91.14,102,96.96,98.65,97.25,99.59,94.21,100.29,101.07,101.32,101.1,97.04,100.6,96.93,88.86,99.89,99.76,99.09,95.55,100.22,101.66,101.58,97.39,105.65,98.14,96.14,99.42,101.14,99.49,98.78,99.7,99.21,99.72,98.5
09/02/2015,97.43,91,98.53,97.6,97.87,97.27,97.62,94.07,100.29,100.52,100.03,100.36,95.78,100.79,96.93,89.71,98.54,98.58,98.85,93.3,99.61,101.28,101.12,97.27,105.65,98,97,99.86,101,98.88,98.71,100.12,100.6,102.15,97.64
16/02/2015,97,91.57,96,101.92,100.37,97.66,99.96,95.72,100.29,100.52,100.03,100.36,94.8,101.09,96.93,92.42,98.54,98.58,98.85,93.79,102.93,101.28,101.12,97.27,105.65,98,96.71,99.28,101.28,99.51,97.82,98.31,99.89,102.32,97.56
23/02/2015,97,91.14,96,100.04,100.07,97.66,99.96,93.88,100.29,100.52,100.03,100.36,94.8,101.09,96.93,93,98.54,98.58,98.85,93.79,102.75,101.28,101.12,97.27,105.65,98,96.71,99,101,99.05,97.64,98.31,99.89,102.32,97.38
02/03/2015,97,91,96,100.04,100.29,97.66,101.7,93.88,100.29,100.52,100.03,100.36,94.8,101.09,96.93,93,98.54,98.58,98.85,93.79,102.75,101.28,101.12,97.06,105.65,98,97,99,101,99.05,97.92,98.31,99.42,102.43,97.65
09/03/2015,96.14,91,96,100.04,100.29,97.66,101.7,93.88,100.29,100.52,100.03,100.36,94.8,101.09,96.93,91.28,98.54,98.58,98.85,93.79,102.75,101.28,101.12,97.06,105.65,98,96.14,99,101,99.05,97.98,98.4,99.5,102.48,97.38
16/03/2015,96.86,91,96,100.04,100.29,97.66,101.7,93.88,100.29,100.52,100.03,100.36,94.8,101.09,96.93,91,98.54,98.58,98.85,93.79,102.75,101.28,101.12,97.06,105.65,97.43,95.13,95.53,101.57,99.05,97.98,98.4,99.5,102.58,97.49
23/03/2015,97,91,96,100.04,100.29,97.66,101.7,93.88,100.29,100.85,100.03,100.36,96.05,101.09,100.57,93,98.54,98.58,98.85,93.79,102.75,101.28,100.68,97.06,105.65,97,94,92.57,102,99.05,97.98,98.4,99.5,102.58,97.49
30/03/2015,97,91.28,96,99.87,99.53,97.66,101.87,94.23,99.42,100.27,100.03,100.36,94.44,101.09,100.57,93.43,98.54,98.58,98.85,93.79,103.25,101.28,100.68,97.06,105.65,97,94.86,92,101.14,99.05,97.97,98.4,99.5,102.61,97.51
06/04/2015,97,91.14,96,99.87,99.53,100.05,101.87,94.25,99.42,100.31,102.12,100.36,95.1,101.09,97.23,91.28,98.83,98.58,100.34,93.79,103.25,101.28,100.71,101,105.93,95.28,92.42,91.28,100.28,99.5,98.12,98.53,99.5,102.82,98.27
13/04/2015,97,91,96,99.87,99.53,100.05,101.87,94.25,99.42,100.31,102.12,100.36,95.1,101.09,97.23,90.14,98.83,98.58,100.34,93.97,103.25,101.28,100.71,101,105.93,95.86,92,91.86,100,99.5,98.12,98.53,99.5,102.82,98.27
20/04/2015,97,93.57,96,99.87,99.53,98.75,101.87,94.44,99.42,100.31,101.49,100.09,95.1,101.09,97.23,92.43,100.18,99.34,97.59,93.97,103.25,101.28,100.71,101,105.93,95.86,92,91.14,100.71,99.31,98.3,98.53,99.5,102.82,98.16
27/04/2015,97,94,96,99.87,99.53,98.75,101.87,94.44,99.42,100.31,101.49,100.09,95.1,101.09,97.23,93.86,100.18,99.34,97.59,93.97,103.25,101.28,100.71,101,105.93,97.13,96.53,95.81,101.71,99.31,98.3,98.53,99.5,102.82,98.16
04/05/2015,97,93,96,99.87,99.53,98.75,101.87,94.44,99.42,100.31,101.49,100.09,95.1,101.09,97.23,92.85,100.18,99.34,97.59,93.97,103.25,101.28,100.71,101,105.55,97.28,99,97.86,102,99.31,98.29,98.53,99.5,102.82,98.15
11/05/2015,97,93,96,99.87,99.53,98.75,101.87,94.44,99.42,100.34,101.49,100.09,95.1,101.09,97.23,92,100.18,99.34,97.59,93.97,103.36,101.28,100.71,101,105.55,97,99,97.71,102,99.31,98.29,98.53,99.5,102.82,98.15
18/05/2015,97,94.42,96,99.32,97.31,97.72,101.17,94.49,99.42,100.58,100.08,98.79,95.1,100.78,92.18,92,100.47,99.58,97.91,93.97,101.66,101.38,100.54,101,105.55,97,98.43,98,102,99.56,98.72,99.5,97.84,102.92,98.94
25/05/2015,97,95,96,99.32,97.31,97.72,102.73,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.38,100.54,101,105.51,96.57,96.28,98,101.14,100.34,101.7,102.99,100.14,103.97,102.03
01/06/2015,97,94.14,96,99.32,97.21,97.72,102.73,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.38,100.54,101,105.51,97,96,98,101,100.34,101.7,102.99,100.14,103.97,102.03
08/06/2015,97,94,96,99.32,97.21,97.72,102.92,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.35,100.53,101,105.51,96.28,96.14,98,101,100.34,101.7,102.99,100.14,103.97,102.03
15/06/2015,97,94,96,99.32,97.21,97.72,102.92,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.35,100.53,101,105.51,96,96.86,98,101,100.34,101.7,102.99,100.14,103.97,102.03
22/06/2015,97,94,96,99.32,97.21,97.72,102.92,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.35,100.53,101,105.51,96,97,98,101,100.34,101.7,102.99,100.14,103.97,102.03
29/06/2015,97,94,96,99.32,97.21,97.72,102.92,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.35,100.53,101,105.51,96,96.28,98,101.71,100.34,101.7,102.99,100.14,103.97,102.03
06/07/2015,97,94,96,99.32,97.21,97.72,102.92,94.49,99.42,100.58,100.08,98.92,94.83,100.78,92.18,92,100.47,99.58,97.91,93.97,101.78,101.35,100.53,101,105.51,96,96,97,102,100.34,101.7,102.99,100.14,103.97,102.03
13/07/2015,97,94.14,96,99.76,98.41,97.31,101.32,94.76,99.42,101.87,100.08,98.92,94.68,100.49,92.18,92,100.47,99.58,97.91,93.97,101.33,101.35,100.53,101,105.05,97,96,97,102,99.75,99.62,101.37,98.61,102.95,100.11
20/07/2015,96.43,94,96,99.74,98.41,97.31,101.32,94.76,99.42,101.87,100.08,98.82,94,100.49,92.18,92,100.47,99.58,97.91,93.97,101.33,101.35,100.53,101,105.05,97,96,97.57,102,99.75,99.64,101.37,98.61,102.98,100.11
27/07/2015,96,94,95.14,100.16,98.8,97.61,101.32,94.76,99.42,101.87,100.08,98.47,92.98,100.49,92.18,92,100.47,99.58,98.11,93.97,101.33,101.17,100.53,101,105.05,96.86,96,97.57,102,99.73,99.76,101.22,98.61,102.9,100.04
03/08/2015,96.14,94,95,100.16,98.8,97.75,101.32,94.76,99.42,101.87,100.08,98.47,92.98,100.49,92.18,92,100.47,99.58,97.91,93.97,101.33,101.17,100.53,101,105.05,96.86,96,97,102,99.76,99.78,101.22,98.61,102.9,100.16
10/08/2015,96.86,94,95,100.16,98.8,97.89,101.32,94.76,99.42,101.87,100.08,98.47,92.98,100.49,92.18,92.57,100.47,99.58,97.91,93.97,101.33,101.17,100.53,101,105.05,97,97.14,97.14,101.43,99.76,99.71,101.22,98.61,102.9,100.09
17/08/2015,96.14,94,95.28,100.16,98.8,97.89,101.32,94.76,99.42,101.87,100.08,98.47,92.98,100.49,92.18,90.42,100.47,99.58,97.91,93.97,101.33,101.17,100.53,101,105.05,96.71,97.14,96.42,101,99.76,99.71,101.22,98.61,102.9,100.09
24/08/2015,96,94,95,99.91,96.96,97.89,101.32,92.69,99.42,101.87,100.08,98.47,92.98,100.49,92.18,90,100.47,99.58,97.91,93.97,100.91,101.17,100.97,101,105.05,96,96.14,94.43,101,99.78,99.73,101.22,98.41,103.05,100.23
31/08/2015,96,93.14,95,99.91,96.96,98.7,101.54,92.62,99.42,101.87,100.83,99,92.98,100.49,92.18,90,100.47,99.94,100.84,93.97,100.91,100.81,100.97,101,105.51,96,95.43,94.57,101.28,99.78,99.93,101.22,98.41,103.05,100.35
07/09/2015,95.86,93.14,95,99.25,96.96,96.1,100.01,92.62,99.42,101.91,98.73,99,92.98,100.49,92.18,89.14,100.47,99.94,100.39,93.97,100.91,101.04,100.97,100.64,103.15,95.57,95.71,94.43,102,99.56,99.66,101.22,98.41,103.14,100.12
14/09/2015,95.43,92.71,95,99.25,96.96,95.88,99.67,92.62,99.42,101.91,98.73,99,92.98,100.49,90.92,89,100.47,99.94,100.39,93.97,100.91,101.4,100.97,100.64,103.61,95,95,94,102,99.56,99.12,101.22,98.41,103.05,99.6
21/09/2015,95,90.85,95,99.25,96.96,95.88,99.67,92.62,99.42,101.91,98.73,99.08,92.98,100.49,90.92,90.71,100.47,99.94,100.39,93.97,100.91,101.4,100.97,100.64,103.61,94.43,96.14,92.85,101.71,99.56,99.31,101.27,98.49,103.07,99.75
28/09/2015,95,90,95,99.25,96.96,95.88,99.67,92.62,99.42,101.91,98.73,99.08,92.98,100.49,90.92,91,100.47,99.94,100.39,93.97,100.91,101.4,100.97,100.64,103.61,94,96,92,101.14,99.56,99.31,101.27,98.49,103.07,99.63
05/10/2015,95,90.28,95,99.25,96.96,95.88,99.67,92.62,100.24,101.91,98.73,99.08,93.5,100.49,90.92,94.97,100.47,99.94,100.39,93.97,100.91,101.4,100.97,100.64,103.61,94,96,92,101,99.56,99.31,101.27,98.49,103.07,99.63
12/10/2015,95,89.71,95.28,97.82,97.27,96.28,100.93,91.7,100.24,101.26,101.41,101.78,93.5,100.67,90.92,96.14,100.35,99.76,99.78,93.97,100.89,99.73,101.28,100.39,102.98,93.14,94.28,92,101,100.03,102.15,101.97,101.47,103.85,101.93
19/10/2015,94.28,89.85,95,97.82,97.27,96.28,101.1,97.58,100.24,101.26,101.41,101.78,93.5,100.67,90.92,94.28,98.94,98.66,99.74,90.53,100.89,99.64,101.28,100.39,102.98,93,95.42,92,101.14,99.49,100.04,100.87,99.42,103.24,100.84
26/10/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
02/11/2015,94,90,95,97.82,97.27,96.28,101.11,97.58,99.37,101.26,101.41,101.78,92.94,100.67,90.92,94,98.94,98.66,99.42,90.53,100.89,99.64,101.28,100.39,102.98,93,96,92,101,99.46,100.06,100.87,99.2,103.26,100.88
09/11/2015,95,89,95,97.82,97.27,96.38,101.11,97.58,99.37,101.26,101.41,101.78,92.94,100.67,90.92,94,98.94,98.66,99.47,90.53,100.89,99.64,101.28,100.39,102.98,93,96,92,99,99.38,99.5,100.31,98.83,103.01,100.27
16/11/2015,95.71,87.43,95,97.82,97.27,96.38,101.11,97.58,99.37,101.26,101.41,101.78,92.94,100.67,90.92,94,98.94,98.66,99.47,90.53,100.89,99.64,101.28,100.39,102.98,92.28,96,91.57,99,99.35,98.91,100.38,98.83,102.83,99.55
23/11/2015,96,87,95,97.82,97.27,96.26,101.11,97.58,99.37,101.38,101.41,101.78,92.94,100.67,90.92,94,98.94,98.66,99.47,90.53,100.89,99.64,101.28,100.39,102.98,91.28,95.28,91.71,98.28,99.38,98.9,100.38,98.72,102.83,99.58
30/11/2015,96,88,95,97.82,97.27,96.26,101.11,97.58,99.37,101.38,101.41,101.78,92.94,100.67,90.92,94,98.94,98.66,99.47,90.53,100.89,99.64,101.28,100.39,102.98,91,95,91,98,99.38,98.9,100.38,98.72,102.83,99.58
07/12/2015,96,88,95,101.53,100.01,96.76,103.46,101.3,99.37,101.38,101.41,101.78,92.94,100.97,90.92,94,98.94,98.66,99.47,90.05,104.25,99.64,101.28,100.39,102.98,91,95,91,98,99.29,98.63,100.44,98.6,102.83,99.26
14/12/2015,96,88,95,101.53,100.01,96.76,103.46,101.3,99.37,101.38,101.41,101.78,92.94,100.97,90.92,94,98.94,98.66,99.47,90.05,104.25,99.64,101.28,100.39,102.98,89.43,94.14,91,95.99,99.29,98.63,100.44,98.6,102.83,99.26
21/12/2015,96,86.43,95,97.75,99.56,96.63,99.64,98.99,99.37,101.38,101.41,101.78,92.94,100.97,90.92,94,98.94,98.66,99.47,90.05,101.78,99.64,101.28,100.39,102.98,89,94,91,95,99.28,98.51,99.71,98.45,102.68,99.26
28/12/2015,96.14,86,95,97.99,99.56,96.63,99.64,98.99,99.37,101.38,101.41,101.78,92.94,100.97,90.92,94,98.94,98.66,99.47,90.05,101.78,99.64,101.28,100.39,102.98,89,94,91.71,95.57,99.28,98.51,99.71,98.36,102.68,99.26
04/01/2016,95.28,84.57,95,97.99,99.56,96.63,99.64,98.99,99.37,101.38,101.41,101.78,92.94,100.97,90.92,93.43,98.94,98.66,99.47,90.05,101.78,99.64,101.28,100.39,102.98,90.14,94.43,91.71,96.85,99.28,98.51,99.71,98.36,102.68,99.26
11/01/2016,94.43,85,95,97.99,99.56,96.63,99.77,98.99,99.37,101.38,101.41,101.78,92.94,100.97,90.92,93,98.94,98.66,99.47,90.05,101.78,99.64,101.28,100.39,102.98,92.71,95,90,100.13,99.28,98.51,99.71,98.36,102.68,99.2
18/01/2016,94,85,95,97.99,99.56,96.63,99.77,98.99,99.37,101.38,101.41,101.78,92.94,100.97,90.92,93,98.94,98.66,99.53,90.05,101.78,99.64,101.28,100.39,102.98,93.43,95.28,90,100.28,99.28,98.91,99.71,98.37,102.68,99.66
25/01/2016,94,86.57,95,97.61,97.9,96.29,99.61,98.44,98.2,102.47,100.13,100.88,92.94,100.97,95.53,93,98.66,98.43,99.82,90.05,98.82,101.23,101.44,100.39,93.3,93.14,95.14,89.28,100,99.59,97.19,100.56,98.61,101.8,98.23
01/02/2016,94.71,86.14,95,98.27,97.94,99.02,99.67,98.44,98.2,102.47,101.9,100.88,92.48,100.97,89.48,93,98.66,98.43,100.77,90.05,98.82,101.23,101.44,100.75,95.56,93,95,90,100,100.08,97.13,100.85,98.44,101.72,98.58
08/02/2016,95,86,95,98.09,97.94,98.28,99.67,98.44,98.2,102.47,101.02,100.19,93.05,100.97,89.48,93.86,98.66,98.43,98.42,90.05,98.82,101.23,101.44,100.75,93.28,93,95.86,90,100,99.88,97.47,100.96,98.6,101.8,98.3
15/02/2016,95.14,86.14,95,98.09,97.94,98.39,99.67,98.44,98.2,102.47,101.73,100.74,93.05,100.97,89.48,95.68,98.66,98.43,98.42,90.05,98.82,101.23,101.44,100.75,93.28,92.43,96.86,90,100,99.88,97.47,100.96,98.6,101.73,98.3
22/02/2016,95,87,95,97.77,97.94,98.39,99.67,98.44,98.2,102.47,101.73,100.74,93.05,100.97,89.48,100,98.66,98.43,98.42,90.05,98.82,101.23,101.44,100.75,93.19,92.57,96.28,90,100,99.88,97.55,100.8,98.47,101.73,98.26
